"SubjectId","Activity","variable","value"
"TrainSubject_11","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0765465041914894
"TrainSubject_11","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0705104974254237
"TrainSubject_11","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0262775345369565
"TrainSubject_11","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0566928808703704
"TrainSubject_14","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.153423807745098
"TrainSubject_14","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0713478280925926
"TrainSubject_14","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.05581088271
"TrainSubject_14","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0829682847966102
"TrainSubject_14","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0945288409066667
"TrainSubject_14","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.123499570044444
"TrainSubject_15","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0619700871944444
"TrainSubject_15","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0803428762830509
"TrainSubject_15","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0659637517169811
"TrainSubject_15","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.06124278833
"TrainSubject_15","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0346755727619048
"TrainSubject_15","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.154721289270833
"TrainSubject_16","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.113675060885714
"TrainSubject_16","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0574525433043478
"TrainSubject_16","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.068667733
"TrainSubject_16","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0695955689607843
"TrainSubject_16","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.068264792706383
"TrainSubject_16","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0486136789705882
"TrainSubject_17","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0944580192535211
"TrainSubject_17","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0669245931234375
"TrainSubject_17","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0770632126371795
"TrainSubject_17","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0839773343770492
"TrainSubject_17","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.123517195928261
"TrainSubject_17","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0548455941370417
"TrainSubject_19","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0952628014096386
"TrainSubject_19","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0520207886438356
"TrainSubject_19","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0631429827260274
"TrainSubject_19","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0751569333730769
"TrainSubject_19","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",0.0274707556666667
"TrainSubject_19","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.134514320575
"TrainSubject_21","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.113800486377778
"TrainSubject_21","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0653077503317647
"TrainSubject_21","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0738115865407865
"TrainSubject_21","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0590294439942308
"TrainSubject_21","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",0.0162145300888889
"TrainSubject_21","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.155622431382979
"TrainSubject_22","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.09257231175
"TrainSubject_22","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0793617444354839
"TrainSubject_22","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0690067688269841
"TrainSubject_22","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0960880731804348
"TrainSubject_22","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0697154455833333
"TrainSubject_22","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.181458414495238
"TrainSubject_23","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.105052917
"TrainSubject_23","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0684325551029412
"TrainSubject_23","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0652264793213235
"TrainSubject_23","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0640197920966102
"TrainSubject_23","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0853077464277778
"TrainSubject_23","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.111564389137255
"TrainSubject_25","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0716401726150685
"TrainSubject_25","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0748002714615385
"TrainSubject_25","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0698876853378378
"TrainSubject_25","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0820768065347297
"TrainSubject_25","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.101115076366897
"TrainSubject_25","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.109437658104615
"TrainSubject_26","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0903229228815789
"TrainSubject_26","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0840648503320513
"TrainSubject_26","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0731385762635135
"TrainSubject_26","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0841507651508475
"TrainSubject_26","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.1003822042168
"TrainSubject_26","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0657601804418182
"TrainSubject_27","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0957839566891892
"TrainSubject_27","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0797345645214286
"TrainSubject_27","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.067507120075
"TrainSubject_27","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0365348163649123
"TrainSubject_27","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0163131590545455
"TrainSubject_27","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",0.00212499391686275
"TrainSubject_28","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.097448733725
"TrainSubject_28","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0673943850555556
"TrainSubject_28","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0739001646962025
"TrainSubject_28","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0172822168012963
"TrainSubject_28","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",0.00710564286763044
"TrainSubject_28","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",0.0212250958019608
"TrainSubject_29","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0761814357028986
"TrainSubject_29","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0755797672133333
"TrainSubject_29","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0721060679123077
"TrainSubject_29","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.081960153154717
"TrainSubject_29","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0851045889895833
"TrainSubject_29","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.152328112210204
"TrainSubject_3","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0718507159435484
"TrainSubject_3","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.07524100275
"TrainSubject_3","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0585101918262295
"TrainSubject_3","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0779150937413793
"TrainSubject_3","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0139358043959184
"TrainSubject_3","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.139275405637288
"TrainSubject_30","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0761476351714286
"TrainSubject_30","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.074353558416129
"TrainSubject_30","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0670334379830509
"TrainSubject_30","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0649170927338462
"TrainSubject_30","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0693112411951613
"TrainSubject_30","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0779606464676923
"TrainSubject_5","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0798709596153846
"TrainSubject_5","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0835484079545455
"TrainSubject_5","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.050987505
"TrainSubject_5","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0690135249642857
"TrainSubject_5","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0707805998787234
"TrainSubject_5","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.117195551802128
"TrainSubject_6","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.107218315054386
"TrainSubject_6","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0899083302550909
"TrainSubject_6","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0589823639438597
"TrainSubject_6","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0744462466
"TrainSubject_6","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0341782208604167
"TrainSubject_6","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0518981989072549
"TrainSubject_7","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.133605695057692
"TrainSubject_7","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.03361196465625
"TrainSubject_7","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0774336443396226
"TrainSubject_7","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.0837113724842105
"TrainSubject_7","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.049717460606383
"TrainSubject_7","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.00247161973
"TrainSubject_8","LAYING","GroupedMean_tBodyGyro-mean()-Y",-0.0891374138592593
"TrainSubject_8","SITTING","GroupedMean_tBodyGyro-mean()-Y",-0.0955089236521739
"TrainSubject_8","STANDING","GroupedMean_tBodyGyro-mean()-Y",-0.0280117633814815
"TrainSubject_8","WALKING","GroupedMean_tBodyGyro-mean()-Y",-0.095791790535
"TrainSubject_8","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.0500760173342105
"TrainSubject_8","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Y",-0.204205356087805
"TestSubject_10","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.104720478344828
"TestSubject_10","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0745958869444444
"TestSubject_10","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.103251560681818
"TestSubject_10","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0986695731160377
"TestSubject_10","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0724433685578947
"TestSubject_10","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0879664182957447
"TestSubject_12","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.14519184795
"TestSubject_12","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0728462158235294
"TestSubject_12","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.074256819
"TestSubject_12","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0999739123004
"TestSubject_12","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0895434978391304
"TestSubject_12","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0898022757730769
"TestSubject_13","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.117819614790323
"TestSubject_13","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0823432026610204
"TestSubject_13","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.085471246877193
"TestSubject_13","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0784205641252632
"TestSubject_13","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.111284239655957
"TestSubject_13","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.116679563256364
"TestSubject_18","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.0937781948153846
"TestSubject_18","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0848140511754386
"TestSubject_18","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0843190675616438
"TestSubject_18","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0944718394625
"TestSubject_18","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0987471683127273
"TestSubject_18","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0906736478431034
"TestSubject_2","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.144882846104167
"TestSubject_2","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0412277462173913
"TestSubject_2","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0878351695481481
"TestSubject_2","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0828336633220339
"TestSubject_2","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.097173808906383
"TestSubject_2","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0688374021666667
"TestSubject_20","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.123680209926471
"TestSubject_20","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0642882138333333
"TestSubject_20","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0773671448739726
"TestSubject_20","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0851359929294118
"TestSubject_20","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.103900480541333
"TestSubject_20","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.058701941845098
"TestSubject_24","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.111730746333333
"TestSubject_24","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0800440230882353
"TestSubject_24","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.077124614942029
"TestSubject_24","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0972006320344828
"TestSubject_24","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.111973650603636
"TestSubject_24","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0248290702830508
"TestSubject_4","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.169720404092593
"TestSubject_4","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.10115033478
"TestSubject_4","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0755636430892857
"TestSubject_4","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0805677161216667
"TestSubject_4","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.05926394948
"TestSubject_4","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0843753843384615
"TestSubject_9","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.101275010682
"TestSubject_9","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0807919285908
"TestSubject_9","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0992409332222222
"TestSubject_9","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.111629779896154
"TestSubject_9","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.116804400690476
"TestSubject_9","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.14569462592449
"TrainSubject_1","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.14868943626
"TrainSubject_1","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0629313811914894
"TrainSubject_1","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.074800751
"TrainSubject_1","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0849448173042105
"TrainSubject_1","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0900850142030612
"TrainSubject_1","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0583595463981132
"TrainSubject_11","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.152019015929825
"TrainSubject_11","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0761739419056604
"TrainSubject_11","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0810588216170213
"TrainSubject_11","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0843744495507542
"TrainSubject_11","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.057524457376087
"TrainSubject_11","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0638054379968518
"TrainSubject_14","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.149124058235294
"TrainSubject_14","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0928523607037037
"TrainSubject_14","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.07904758875
"TrainSubject_14","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0513222717627119
"TrainSubject_14","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0353344537555556
"TrainSubject_14","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",-0.0441381886666667
"TrainSubject_15","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.113451899791667
"TrainSubject_15","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0951978083898305
"TrainSubject_15","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0761946738773585
"TrainSubject_15","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0842484921022222
"TrainSubject_15","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0711758197607143
"TrainSubject_15","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0911681484547917
"TrainSubject_16","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.0966210349428571
"TrainSubject_16","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0795736310463768
"TrainSubject_16","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0867342708846154
"TrainSubject_16","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0818650735686274
"TrainSubject_16","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0835380057
"TrainSubject_16","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",-0.00779288021764706
"TrainSubject_17","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.111440490309859
"TrainSubject_17","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0860053803375
"TrainSubject_17","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0880561869358974
"TrainSubject_17","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0757132656704918
"TrainSubject_17","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0162878745776087
"TrainSubject_17","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0560931358145833
"TrainSubject_19","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.10860511373494
"TrainSubject_19","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0968980718168493
"TrainSubject_19","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0710520180136986
"TrainSubject_19","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0798106981923077
"TrainSubject_19","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.163962510807692
"TrainSubject_19","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",-0.000233248224999999
"TrainSubject_21","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.0980906517
"TrainSubject_21","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0831326042823529
"TrainSubject_21","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0864863265393258
"TrainSubject_21","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0983715930038462
"TrainSubject_21","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.148610020955556
"TrainSubject_21","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",-0.00546829763829787
"TrainSubject_22","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.145003879319444
"TrainSubject_22","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0804426775241936
"TrainSubject_22","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0733466563174603
"TrainSubject_22","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0775266594847826
"TrainSubject_22","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0500708760555556
"TrainSubject_22","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0157359244619048
"TrainSubject_23","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.111078594708333
"TrainSubject_23","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0645673209117647
"TrainSubject_23","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0816888999117647
"TrainSubject_23","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.10770045065339
"TrainSubject_23","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0953602497222222
"TrainSubject_23","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",-0.0325557522333333
"TrainSubject_25","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.139718671465753
"TrainSubject_25","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0852783892769231
"TrainSubject_25","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0852685438243243
"TrainSubject_25","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0867868736891892
"TrainSubject_25","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0980750249310345
"TrainSubject_25","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0996227385527692
"TrainSubject_26","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.152436344328947
"TrainSubject_26","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0711109471666667
"TrainSubject_26","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0776706781351351
"TrainSubject_26","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0851069247830508
"TrainSubject_26","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.082221399603
"TrainSubject_26","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0721458973490909
"TrainSubject_27","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.118738360783784
"TrainSubject_27","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0833752812157143
"TrainSubject_27","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.07168414632375
"TrainSubject_27","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.118267750196491
"TrainSubject_27","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.152695027609091
"TrainSubject_27","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.140129855776471
"TrainSubject_28","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.09357912315
"TrainSubject_28","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.087025401375
"TrainSubject_28","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0865173111012658
"TrainSubject_28","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.116065910925926
"TrainSubject_28","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.138622425584783
"TrainSubject_28","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.103720987705882
"TrainSubject_29","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.127411971652174
"TrainSubject_29","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0580495969166667
"TrainSubject_29","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0827583768461538
"TrainSubject_29","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0856852236188679
"TrainSubject_29","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0822244074666667
"TrainSubject_29","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0854318123467347
"TrainSubject_3","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.137999561112903
"TrainSubject_3","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0940113975530769
"TrainSubject_3","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0665262054098361
"TrainSubject_3","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0813485942827586
"TrainSubject_3","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.123826738353061
"TrainSubject_3","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0215603697
"TrainSubject_30","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.0938472163142857
"TrainSubject_30","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0702002598387097
"TrainSubject_30","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0802514754237288
"TrainSubject_30","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0839568239261538
"TrainSubject_30","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0895767797064516
"TrainSubject_30","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0814699303289231
"TrainSubject_5","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.159894366942308
"TrainSubject_5","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0823934451590909
"TrainSubject_5","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0690945763946429
"TrainSubject_5","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0815435495892857
"TrainSubject_5","WALKING_DOWNSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0806559989574468
"TrainSubject_5","WALKING_UPSTAIRS","GroupedMean_tBodyGyro-mean()-Z",0.0424442819489362
"TrainSubject_6","LAYING","GroupedMean_tBodyGyro-mean()-Z",0.179102058245614
"TrainSubject_6","SITTING","GroupedMean_tBodyGyro-mean()-Z",0.0854346006181818
"TrainSubject_6","STANDING","GroupedMean_tBodyGyro-mean()-Z",0.0767394745964912
"TrainSubject_6","WALKING","GroupedMean_tBodyGyro-mean()-Z",0.0838808799280702
